85.0	1247.06
85.000040816	1251.17
85.000122449	1260.13
85.000251701	1276.83
85.000292517	1294.46
85.000333333	1307.3
85.00037415	1321.0
85.000414966	1356.98
85.000462585	1384.8
85.000503401	1407.78
85.00052381	1436.64
85.000544218	1638.78
85.000585034	1677.9
85.00062585	1777.37
85.000639456	1901.43
85.000646259	2055.45
85.000659864	2095.29
85.000680272	2197.7
85.00070068	2297.55
85.000734694	2561.13
85.000755102	2665.77
85.00077551	2796.07
85.000789116	3025.88
85.000809524	3154.68
85.000829932	3212.31
85.000843537	3634.26
85.000863946	4324.46
85.000870748	4563.28
85.000891156	5335.43
85.000911565	6082.81
85.000931973	7084.83
85.000952381	8320.08
85.000972789	9738.6
85.0010068	10784.6
85.0010136	11005.7
85.00104082	11237.6
85.00105442	11399.0
85.00107483	11467.9
85.00111565	11537.4
85.00122449	11467.9
85.0012585	11170.0
85.00129252	11042.0
85.00133333	10820.2
85.00136735	10025.9
85.00140136	9188.51
85.00144218	8393.42
85.00147619	7824.33
85.0015102	7003.69
85.00155102	6493.1
85.00158503	5983.53
85.00161905	5742.37
85.00165986	5277.22
85.00169388	4791.58
85.00172789	4493.73
85.00176871	4239.9
85.00180272	3976.35
85.00183673	3784.81
85.00187075	3457.31
85.00191157	3279.97
85.00194558	3147.77
85.00197959	3014.28
85.00202041	2867.51
85.00205442	2720.42
85.00208843	2612.21
85.00212925	2478.22
85.00216327	2324.17
85.00219728	2160.65
85.00223809	2086.12
85.00227211	1968.28
85.00230612	1867.32
85.00238095	1741.66
85.0024898	1620.9
85.00256463	1547.07
85.00263265	1493.7
85.0027415	1430.35
85.00285034	1384.8
85.00295918	1348.82
85.00306803	1313.77
85.00321088	1287.38
85.00331973	1268.45
85.00342857	1253.92
85.00353742	1239.56
85.00361224	1232.11
85.00372109	1221.34
85.00386395	1214.66
85.00404762	1204.04
85.00419048	1193.52
85.00437415	1186.34
85.00455102	1183.09
85.00484354	1179.21
85.005	1179.21
186.0	1247.06
186.000040816	1251.17
186.000122449	1260.13
186.000251701	1276.83
186.000292517	1294.46
186.000333333	1307.3
186.00037415	1321.0
186.000414966	1356.98
186.000462585	1384.8
186.000503401	1407.78
186.00052381	1436.64
186.000544218	1638.78
186.000585034	1677.9
186.00062585	1777.37
186.000639456	1901.43
186.000646259	2055.45
186.000659864	2095.29
186.000680272	2197.7
186.00070068	2297.55
186.000734694	2561.13
186.000755102	2665.77
186.00077551	2796.07
186.000789116	3025.88
186.000809524	3154.68
186.000829932	3212.31
186.000843537	3634.26
186.000863946	4324.46
186.000870748	4563.28
186.000891156	5335.43
186.000911565	6082.81
186.000931973	7084.83
186.000952381	8320.08
186.000972789	9738.6
186.0010068	10784.6
186.0010136	11005.7
186.00104082	11237.6
186.00105442	11399.0
186.00107483	11467.9
186.00111565	11537.4
186.00122449	11467.9
186.0012585	11170.0
186.00129252	11042.0
186.00133333	10820.2
186.00136735	10025.9
186.00140136	9188.51
186.00144218	8393.42
186.00147619	7824.33
186.0015102	7003.69
186.00155102	6493.1
186.00158503	5983.53
186.00161905	5742.37
186.00165986	5277.22
186.00169388	4791.58
