   0.0000000e+00  -7.0000485e+01
   3.8095200e-04  -7.0000485e+01
   1.0476190e-03  -6.9636408e+01
   1.0884350e-03  -6.9454369e+01
   1.1700680e-03  -6.9059951e+01
   1.2993200e-03  -6.8331796e+01
   1.3401360e-03  -6.7573301e+01
   1.3809520e-03  -6.7027184e+01
   1.4217690e-03  -6.6450728e+01
   1.4625850e-03  -6.4964078e+01
   1.5102040e-03  -6.3841505e+01
   1.5510200e-03  -6.2931311e+01
   1.5714290e-03  -6.1808738e+01
   1.5918370e-03  -5.4527184e+01
   1.6326530e-03  -5.3222573e+01
   1.6734690e-03  -5.0036893e+01
   1.6870750e-03  -4.6305097e+01
   1.6938780e-03  -4.1996845e+01
   1.7074830e-03  -4.0934951e+01
   1.7278910e-03  -3.8295388e+01
   1.7482990e-03  -3.5837864e+01
   1.7823130e-03  -2.9830583e+01
   1.8027210e-03  -2.7615777e+01
   1.8231290e-03  -2.4976214e+01
   1.8367350e-03  -2.0607282e+01
   1.8571430e-03  -1.8301456e+01
   1.8775510e-03  -1.7300243e+01
   1.8911560e-03  -1.0473786e+01
   1.9115650e-03  -8.5606796e-01
   1.9183670e-03   2.1172330e+00
   1.9387750e-03   1.0764078e+01
   1.9591840e-03   1.8015291e+01
   1.9795920e-03   2.6449757e+01
   2.0000000e-03   3.5339320e+01
   2.0204080e-03   4.4046845e+01
   2.0544220e-03   4.9690049e+01
   2.0612240e-03   5.0812621e+01
   2.0884350e-03   5.1965534e+01
   2.1020410e-03   5.2754369e+01
   2.1224490e-03   5.3088107e+01
   2.1632650e-03   5.3421845e+01
   2.2721090e-03   5.3088107e+01
   2.3061220e-03   5.1631796e+01
   2.3401360e-03   5.0994660e+01
   2.3809520e-03   4.9872087e+01
   2.4149660e-03   4.5654854e+01
   2.4489800e-03   4.0830825e+01
   2.4897960e-03   3.5824757e+01
   2.5238090e-03   3.1941262e+01
   2.5578230e-03   2.5812621e+01
   2.5986390e-03   2.1625728e+01
   2.6326530e-03   1.7105097e+01
   2.6666670e-03   1.4829612e+01
   2.7074830e-03   1.0157282e+01
   2.7414970e-03   4.8174757e+00
   2.7755100e-03   1.2677184e+00
   2.8163260e-03  -1.9483010e+00
   2.8503400e-03  -5.4980583e+00
   2.8843540e-03  -8.2286408e+00
   2.9183670e-03  -1.3234709e+01
   2.9591840e-03  -1.6147330e+01
   2.9931970e-03  -1.8422816e+01
   3.0272110e-03  -2.0819660e+01
   3.0680270e-03  -2.3580583e+01
   3.1020410e-03  -2.6493204e+01
   3.1360540e-03  -2.8738350e+01
   3.1768710e-03  -3.1650971e+01
   3.2108840e-03  -3.5200728e+01
   3.2448980e-03  -3.9235922e+01
   3.2857140e-03  -4.1177670e+01
   3.3197280e-03  -4.4393689e+01
   3.3537410e-03  -4.7306311e+01
   3.4285710e-03  -5.1159466e+01
   3.5374150e-03  -5.5133981e+01
   3.6122450e-03  -5.7712864e+01
   3.6802720e-03  -5.9654612e+01
   3.7891160e-03  -6.2051456e+01
   3.8979590e-03  -6.3841505e+01
   4.0068030e-03  -6.5297816e+01
   4.1156460e-03  -6.6754126e+01
   4.2585030e-03  -6.7876699e+01
   4.3673470e-03  -6.8695874e+01
   4.4761900e-03  -6.9333010e+01
   4.5850340e-03  -6.9970146e+01
   4.6598640e-03  -7.0303883e+01
   4.7687070e-03  -7.0789320e+01
   4.9115650e-03  -7.1092718e+01
   5.0952380e-03  -7.1578155e+01
   5.2380950e-03  -7.2063592e+01
   5.4217690e-03  -7.2397330e+01
   5.5986390e-03  -7.2549029e+01
   5.8911560e-03  -7.2731068e+01
   7.4081630e-03  -7.2731068e+01
   7.5918370e-03  -7.2397330e+01
   7.8095240e-03  -7.1911893e+01
   8.0204080e-03  -7.1760194e+01
   8.2380950e-03  -7.1578155e+01
   8.4557820e-03  -7.1578155e+01
   8.7482990e-03  -7.1274757e+01
   9.2176870e-03  -7.0941019e+01
   9.6870750e-03  -7.0607282e+01
   1.0448980e-02  -7.0121845e+01
   1.0884354e-02  -6.9636408e+01
