0.000000 1014658.0
0.000041 1010924.0
0.000122 1002878.0
0.000252 988170.0
0.000293 973050.0
0.000333 962292.0
0.000374 951048.0
0.000415 922580.0
0.000463 901580.0
0.000503 884862.0
0.000524 864616.0
0.000544 742796.0
0.000585 722618.0
0.000626 675318.0
0.000639 623306.0
0.000646 567540.0
0.000660 554464.0
0.000680 523056.0
0.000701 495170.0
0.000735 432180.0
0.000755 410698.0
0.000776 386248.0
0.000789 348392.0
0.000810 329656.0
0.000830 321776.0
0.000844 271948.0
0.000864 212172.0
0.000871 195894.0
0.000891 153759.4
0.000912 123766.0
0.000932 94170.2
0.000952 68281.0
0.000973 47414.4
0.001007 35942.6
0.001014 33834.6
0.001041 31727.0
0.001054 30317.8
0.001075 29729.4
0.001116 29145.8
0.001224 29729.4
0.001259 32331.2
0.001293 33498.0
0.001333 35597.0
0.001367 43991.8
0.001401 54648.8
0.001442 67007.6
0.001476 77588.4
0.001510 96224.8
0.001551 110446.0
0.001585 127287.0
0.001619 136388.0
0.001660 156479.6
0.001694 181932.0
0.001728 200446.0
0.001769 218400.0
0.001803 239604.0
0.001837 256960.0
0.001871 291306.0
0.001912 312890.0
0.001946 330622.0
0.001980 350160.0
0.002020 373810.0
0.002054 400150.0
0.002088 421474.0
0.002129 450522.0
0.002163 488148.0
0.002197 534070.0
0.002238 557430.0
0.002272 598016.0
0.002306 636912.0
0.002381 691672.0
0.002490 752346.0
0.002565 794124.0
0.002633 826894.0
0.002742 868960.0
0.002850 901580.0
0.002959 928904.0
0.003068 956950.0
0.003211 979074.0
0.003320 995500.0
0.003429 1008442.0
0.003537 1021534.0
0.003612 1028450.0
0.003721 1038584.0
0.003864 1044962.0
0.004048 1055240.0
0.004190 1065606.0
0.004374 1072784.0
0.004551 1076062.0
0.004844 1080006.0
0.005000 1080006.0
0.020000 1014658.0
0.020041 1010924.0
0.020122 1002878.0
0.020252 988170.0
0.020293 973050.0
0.020333 962292.0
0.020374 951048.0
0.020415 922580.0
0.020463 901580.0
0.020503 884862.0
0.020524 864616.0
0.020544 742796.0
0.020585 722618.0
0.020626 675318.0
0.020639 623306.0
0.020646 567540.0
0.020660 554464.0
0.020680 523056.0
0.020701 495170.0
0.020735 432180.0
0.020755 410698.0
0.020776 386248.0
0.020789 348392.0
0.020810 329656.0
0.020830 321776.0
0.020844 271948.0
0.020864 212172.0
0.020871 195894.0
0.020891 153759.4
0.020912 123766.0
0.020932 94170.2
0.020952 68281.0
0.020973 47414.4
0.021007 35942.6
0.021014 33834.6
0.021041 31727.0
0.021054 30317.8
0.021075 29729.4
0.021116 29145.8
0.021224 29729.4
0.021258 32331.2
0.021293 33498.0
0.021333 35597.0
0.021367 43991.8
0.021401 54648.8
0.021442 67007.6
0.021476 77588.4
0.021510 96224.8
0.021551 110446.0
0.021585 127287.0
0.021619 136388.0
0.021660 156479.6
0.021694 181932.0
0.021728 200446.0
0.021769 218400.0
0.021803 239604.0
0.021837 256960.0
0.021871 291306.0
0.021912 312890.0
0.021946 330622.0
0.021980 350160.0
0.022020 373810.0
0.022054 400150.0
0.022088 421474.0
0.022129 450522.0
0.022163 488148.0
0.022197 534070.0
0.022238 557430.0
0.022272 598016.0
0.022306 636912.0
0.022381 691672.0
0.022490 752346.0
0.022565 794124.0
0.022633 826894.0
0.022742 868960.0
0.022850 901580.0
0.022959 928904.0
0.023068 956950.0
0.023211 979074.0
0.023320 995500.0
0.023429 1008442.0
0.023537 1021534.0
0.023612 1028450.0
0.023721 1038584.0
0.023864 1044962.0
0.024048 1055240.0
0.024190 1065606.0
0.024374 1072784.0
0.024551 1076062.0
0.024844 1080006.0
0.025000 1080006.0
