0.01	1281.13
0.010040816	1286.69
0.010122449	1298.81
0.010251701	1321.48
0.010292517	1345.51
0.010333333	1363.09
0.01037415	1381.89
0.010414966	1431.59
0.010462585	1470.29
0.010503401	1502.44
0.01052381	1543.06
0.010544218	1834.58
0.010585034	1892.35
0.01062585	2041.18
0.010639456	2230.48
0.010646259	2470.95
0.010659864	2534.1
0.010680272	2698.15
0.01070068	2860.42
0.010734694	3299.37
0.010755102	3477.69
0.01077551	3702.83
0.010789116	4107.95
0.010809524	4339.34
0.010829932	4443.83
0.010843537	5226.53
0.010863946	6568.68
0.010870748	7049.62
0.010891156	8657.85
0.010911565	10286.1
0.010931973	12569.1
0.010952381	15525.7
0.010972789	19095.1
0.0110068	21835.7
0.0110136	22426.0
0.01104082	23049.0
0.01105442	23485.1
0.01107483	23672.2
0.01111565	23860.7
0.01122449	23672.2
0.0112585	22866.9
0.01129252	22523.3
0.01133333	21930.3
0.01136735	19839.0
0.01140136	17690.1
0.01144218	15705.9
0.01147619	14321.2
0.0115102	12380.2
0.01155102	11207.6
0.01158503	10066.0
0.01161905	9536.1
0.01165986	8533.9
0.01169388	7516.84
0.01172789	6908.73
0.01176871	6400.38
0.01180272	5882.59
0.01183673	5512.97
0.01187075	4894.61
0.01191157	4567.27
0.01194558	4326.85
0.01197959	4087.27
0.01202041	3827.7
0.01205442	3571.71
0.01208843	3386.14
0.01212925	3159.68
0.01216327	2904.06
0.01219728	2638.51
0.01223809	2519.52
0.01227211	2334.13
0.01230612	2178.03
0.01238095	1987.45
0.0124898	1808.32
0.01256463	1700.82
0.01263265	1624.12
0.0127415	1534.19
0.01285034	1470.29
0.01295918	1420.28
0.01306803	1371.96
0.01321088	1335.85
0.01331973	1310.09
0.01342857	1290.4
0.01353742	1271.01
0.01361224	1260.97
0.01372109	1246.51
0.01386395	1237.55
0.01404762	1223.36
0.01419048	1209.33
0.01437415	1199.77
0.01455102	1195.46
0.01484354	1190.29
0.015	1190.29
